問い合わせ番号,発注機関,発注地域,件名,カテゴリ,入札種別,資格ランク,案件登録日,入札日,開札日,落札会社名,落札価格,予定価格,応札企業,リンク
"R22923903","防衛省","北海道","ココロール　Ｎｏ．５０",,,,,,"2023-11-28","株式会社ムトウ","9600","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkyMzkwMw=="
"R22923902","防衛省","北海道","ココロール　Ｎｏ．１００",,,,,,"2023-11-28","株式会社ムトウ","10800","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkyMzkwMg=="
"R22921516","国立大学法人","福岡県","株式会社HPCソリューションズ製　HPCS-PS PowerEdge R550",,,,,,"2023-11-28","株式会社HPCソリューションズ","9999000","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkyMTUxNg=="
"R22915129","横浜市","神奈川県","ＥＱＳＵＲＶ　Ｎａｖｉｇａｔｏｒ（東芝システムテクノロジー）　１式ほか　製品指定【横浜市】",,,,,,"2023-11-28","不調","","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkxNTEyOQ=="
"R22914505","福井県市町村/福井市","福井県","Ｒ０５浸緊Ｎｏ．２３３ー浸水対策工事（普通河川　田ノ谷川）【福井市】",,,,,,"2023-11-28","有限会社大高重建","18177000","19810000","{応札企業名＝（有）大高重建、応札結果・備考＝入札書記載金額結果:落札(第1回~第2回は入札書記載金額)、応札金額＝18177000},{応札企業名＝（株）吉村組、応札結果・備考＝(第1回~第2回は入札書記載金額)、応札金額＝18225000},{応札企業名＝檜皮土木（株）、応札結果・備考＝(第1回~第2回は入札書記載金額)、応札金額＝19810000},{応札企業名＝太建工業（株）、応札結果・備考＝入札書記載金額結果:失格(第1回~第2回は入札書記載金額)、応札金額＝17846000},{応札企業名＝波寄造園土木（株）、応札結果・備考＝入札書記載金額結果:失格(第1回~第2回は入札書記載金額)、応札金額＝17893000},{応札企業名＝上坂建設（株）、応札結果・備考＝入札書記載金額結果:失格(第1回~第2回は入札書記載金額)、応札金額＝17940000},{応札企業名＝イワゲン（株）、応札結果・備考＝入札書記載金額結果:失格(第1回~第2回は入札書記載金額)、応札金額＝17988000},{応札企業名＝（株）前建、応札結果・備考＝入札書記載金額結果:失格(第1回~第2回は入札書記載金額)、応札金額＝18035000},{応札企業名＝（株）関土木、応札結果・備考＝入札書記載金額結果:失格(第1回~第2回は入札書記載金額)、応札金額＝18083000},{応札企業名＝春日建設（株）、応札結果・備考＝入札書記載金額結果:失格(第1回~第2回は入札書記載金額)、応札金額＝18100000}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkxNDUwNQ=="
"R22912963","新潟県","新潟県","新井郷川処理場　ＮＯ．３重力濃縮槽増設（土木）工事",,,,,,"2023-11-28","株式会社新潟藤田組","86460000","","{応札企業名＝（株）新潟藤田組、応札結果・備考＝入札書記載金額結果:落札(第1回~第2回は入札書記載金額)、応札金額＝86460000},{応札企業名＝（株）近藤組、応札結果・備考＝入札書記載金額結果:参加(第1回~第2回は入札書記載金額)、応札金額＝93700000},{応札企業名＝（株）福田組、応札結果・備考＝入札書記載金額結果:参加(第1回~第2回は入札書記載金額)、応札金額＝123000000}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkxMjk2Mw=="
"R22909800","独立行政法人物質・材料研究機構","茨城県","ナノインデンテーションシステム用圧子（高温用Berkovich型圧子）",,,,,,"2023-11-28","ブルカージャパン株式会社　ナノ表面計測事業部","2877600","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwOTgwMA=="
"R22908605","東京23区/足立区","東京都","文書管理システム用パソコンソフトウェアライセンス（Windows ServerデバイスCAL)の追加購入【足立区】",,,,,,"2023-11-28","富士ソフト株式会社 秋葉原オフィス","12762750","14563544","{応札企業名＝富士ソフト株式会社 秋葉原オフィス、応札結果・備考＝落札金額に１０％を加算した金額を契約金額とする。、応札金額＝12762750},{応札企業名＝株式会社大塚商会 LA事業部公共グループ、応札結果・備考＝、応札金額＝13244000},{応札企業名＝株式会社内田洋行 営業統括グループ、応札結果・備考＝、応札金額＝14399000},{応札企業名＝株式会社アクト、応札結果・備考＝辞退、応札金額＝},{応札企業名＝Ｄｙｎａｂｏｏｋ株式会社 東日本支社、応札結果・備考＝辞退、応札金額＝},{応札企業名＝有限会社中田屋、応札結果・備考＝辞退、応札金額＝},{応札企業名＝株式会社日立システムズ、応札結果・備考＝辞退、応札金額＝},{応札企業名＝総合商社ベンキョウドー株式会社、応札結果・備考＝辞退、応札金額＝},{応札企業名＝リコージャパン株式会社 公共事業部　第四営業部、応札結果・備考＝不参、応札金額＝},{応札企業名＝株式会社コムネットシステム、応札結果・備考＝不参、応札金額＝}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwODYwNQ=="
"R22908318","熊本県","熊本県","熊本県立湧心館高等学校通信制学習者用端末に係るChromeEducationUpgradeライセンス調達業務",,,,,,"2023-11-28","富士フイルムビジネスイノベーションジャパン株式会社","2667870","","{応札企業名＝富士フイルムビジネスイノベーションジャパン株式会社、応札結果・備考＝［落札］、応札金額＝2667870}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwODMxOA=="
"R22906702","長崎県","長崎県","アルカスＳＡＳＥＢＯ特定天井改修工事の設計業務_Ｒ５設１０６",,,,,,"2023-11-28","株式会社綜企画設計 福岡支店","56238000","72995000","{応札企業名＝（株）綜企画設計 福岡支店、応札結果・備考＝落札、応札金額＝56238000},{応札企業名＝（株）佐藤総合計画 九州オフィス、応札結果・備考＝、応札金額＝69800000}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwNjcwMg=="
"R22906363","その他愛知県市町村/北名古屋水道企業団","愛知県","配水管布設工事No.234【北名古屋水道企業団】",,,,,,"2023-11-28","魚住水道有限会社","1030000","1100000","{応札企業名＝魚住水道有限会社、応札結果・備考＝入札書記載金額結果:落札(第1回~第3回は入札書記載金額)、応札金額＝1030000},{応札企業名＝大野設備株式会社、応札結果・備考＝入札書記載金額結果:参加(第1回~第3回は入札書記載金額)、応札金額＝1040000},{応札企業名＝株式会社大正設備、応札結果・備考＝入札書記載金額結果:参加(第1回~第3回は入札書記載金額)、応札金額＝1050000},{応札企業名＝株式会社河村管工事、応札結果・備考＝入札書記載金額結果:参加(第1回~第3回は入札書記載金額)、応札金額＝1060000}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwNjM2Mw=="
"R22906180","島根県市町村/大田市","島根県","令和5年度　公共下水道事業（大田処理区）日の出地区マンホールポンプ設置工事（No.5262-1-1）【大田市】",,,,,,"2023-11-28","有限会社マニワ設備","12350000","12432000","{応札企業名＝（有）マニワ設備、応札結果・備考＝落札、応札金額＝12350000},{応札企業名＝山陰クボタ水道用材（株）、応札結果・備考＝、応札金額＝12400000}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwNjE4MA=="
"R22906179","島根県市町村/大田市","島根県","令和5年度　公共下水道事業（大田処理区）　さつか団地地区マンホールポンプ設置工事（NO.5282-9）【大田市】",,,,,,"2023-11-28","有限会社松田水道","14700000","14807000","{応札企業名＝（有）松田水道、応札結果・備考＝落札、応札金額＝14700000},{応札企業名＝山陰クボタ水道用材（株）、応札結果・備考＝、応札金額＝14800000},{応札企業名＝（有）マニワ設備、応札結果・備考＝、応札金額＝14960000}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwNjE3OQ=="
"R22905686","岡山市","岡山県","Ｎ（４）し尿処理手数料納入通知書兼領収書（ＯＣＲ用）【岡山市】",,,,,,"2023-11-28","不調","","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwNTY4Ng=="
"R22904430","高知県","高知県","ＯＰＰ袋",,,,,,"2023-11-28","高知県文具株式会社","1980","2116","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwNDQzMA=="
"R22904418","高知県","高知県","Leap Motion",,,,,,"2023-11-28","不調","","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwNDQxOA=="
"R22900837","横浜市","神奈川県","デスクトップパソコン（ＬＥＮＯＶＯ）　１４台ほか　同等品可【横浜市】",,,,,,"2023-11-28","株式会社ミナト事務器","1187200","1542902","{応札企業名＝株式会社ミナト事務器、応札結果・備考＝落札、応札金額＝1187200},{応札企業名＝株式会社エムエデュケーション、応札結果・備考＝、応札金額＝1230180},{応札企業名＝横浜テクノエンジニアリングサービス株式会社、応札結果・備考＝、応札金額＝2024400}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDgzNw=="
"R22900534","和歌山県","和歌山県","文房具１１月分－④　綴ひも　ＬＩＯＮ　Ｎｏ．３８８　金具（真鍮）先　９５０ｍｍ　１０本入り　25袋",,,,,,"2023-11-28","ステイショナー川越","12500","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDUzNA=="
"R22900531","和歌山県","和歌山県","文房具１１月分－④　消しゴム　トンボ鉛筆　МＯＮＯ　ＰＥ０４　　20個",,,,,,"2023-11-28","ステイショナー川越","1240","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDUzMQ=="
"R22900479","和歌山県","和歌山県","西閲覧１１月④　物品販売　ＧーＳＣＡＮ用ＯＢＤ検査適合キット　Ｚ３ＯＢＤ－０１　3組",,,,,,"2023-11-28","和歌山自動車株式会社","7200","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQ3OQ=="
"R22900470","和歌山県","和歌山県","西閲覧１１月④　物品販売　ざる　ＭＴＩ　１８－８パワーザルＰＲＯ　５００×２２０ｍｍ　4個",,,,,,"2023-11-28","株式会社ダイヤ文具","15080","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQ3MA=="
"R22900461","和歌山県","和歌山県","西閲覧１１月④　物品販売　ワックスペーパー　ＨＥＩＫＯ　ＮＥＷワックスペーパー（１０００入）　１５３＊２７０　2箱",,,,,,"2023-11-28","有限会社金與","3500","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQ2MQ=="
"R22900460","和歌山県","和歌山県","西閲覧１１月④　物品販売　ワックスペーパー　ＨＥＩＫＯ　ワックスペーパーフェザーイニシャル　（１００入）　茶レギュラーサイズ　3箱",,,,,,"2023-11-28","有限会社金與","2280","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQ2MA=="
"R22900459","和歌山県","和歌山県","西閲覧１１月④　物品販売　ワックスペーパー　ＨＥＩＫＯ　ワックスペーパーフェザーイニシャル　（１００入）　白レギュラーサイズ　3箱",,,,,,"2023-11-28","有限会社金與","2250","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQ1OQ=="
"R22900458","和歌山県","和歌山県","西閲覧１１月④　物品販売　プリンタ　EPSON　Colorio　EW-052A　※別添仕様書のとおり　1台",,,,,,"2023-11-28","有限会社金與","6300","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQ1OA=="
"R22900451","和歌山県","和歌山県","西閲覧１１月④　物品販売　ロール紙　キャノン製　品番：ＬＦＭ－ＳＧＨ／ＡＯ／１７０　フォト光沢紙ＨＧ（薄口）　８４１ｍｍ×３０ｍ　2巻",,,,,,"2023-11-28","有限会社金與","38300","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQ1MQ=="
"R22900445","和歌山県","和歌山県","西閲覧１１月④　物品販売　メディカルバッグ　日本特装株式会社、ラピッドＯ２バッグ NT-MRT-M48 、レッド　1個",,,,,,"2023-11-28","株式会社山口商会新宮支店","49800","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQ0NQ=="
"R22900442","和歌山県","和歌山県","ＯＡ・電気関係１１月分－④　トナーカートリッジ　ＮＥＣ　ＥＰカートリッジ　ＰＲ－Ｌ８３００－１２　正規品　1個",,,,,,"2023-11-28","不調","","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQ0Mg=="
"R22900441","和歌山県","和歌山県","ＯＡ・電気関係１１月分－④　ipadガラスフィルム　NIMASO　ガイド枠付きガラスフィルム　ipad９世代　10.2インチ用　NTB19I38　　3個",,,,,,"2023-11-28","岡崎商事株式会社","5188","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQ0MQ=="
"R22900440","和歌山県","和歌山県","ＯＡ・電気関係１１月分－④　ipadケース　ESR　ipad９世代ケース10.2インチ　パープル・ローズゴールド・ネイビーブルー各1個　3個",,,,,,"2023-11-28","不調","","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQ0MA=="
"R22900439","和歌山県","和歌山県","ＯＡ・電気関係１１月分－④　電源　玄人志向　KRPW-BK５５０W／85＋　80PLUS BRONZE ATX電源 550W　1個",,,,,,"2023-11-28","岡崎商事株式会社","6888","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQzOQ=="
"R22900438","和歌山県","和歌山県","ＯＡ・電気関係１１月分－④　PCケース　Thermaltake Versa H17 CA-1J1-00S1NN-00　1個",,,,,,"2023-11-28","岡崎商事株式会社","4188","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQzOA=="
"R22900437","和歌山県","和歌山県","ＯＡ・電気関係１１月分－④　マザーボード　ASUS PRIME H610M-A D4 Intel H610チップセット搭載　1個",,,,,,"2023-11-28","岡崎商事株式会社","13988","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQzNw=="
"R22900436","和歌山県","和歌山県","ＯＡ・電気関係１１月分－④　内蔵型SSD　Crucial CT500MX500SSD1 500GB SATA SSD 2.5インチ　1個",,,,,,"2023-11-28","岡崎商事株式会社","5888","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQzNg=="
"R22900435","和歌山県","和歌山県","ＯＡ・電気関係１１月分－④　メモリ　CFD　W４U3200CS-８G　DDR4-3200　８GB×２　CL22-22-22　1個",,,,,,"2023-11-28","岡崎商事株式会社","5588","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQzNQ=="
"R22900434","和歌山県","和歌山県","ＯＡ・電気関係１１月分－④　CPU　Intel　Celeron プロセッサーG6900　BOX　P-core:2　スレッド:2　1個",,,,,,"2023-11-28","岡崎商事株式会社","9888","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQzNA=="
"R22900433","和歌山県","和歌山県","ＯＡ・電気関係１１月分－④　パソコン用OS　Windows11Ｈｏｍｅ(ＨＡＪ－０００９４)Windows11 リテールパッケージ　1個",,,,,,"2023-11-28","有限会社堀内商店","13980","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQzMw=="
"R22900432","和歌山県","和歌山県","ＯＡ・電気関係１１月分－④　パソコン工具セット　アイネックス　TL－０２０A　1個",,,,,,"2023-11-28","岡崎商事株式会社","1388","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQzMg=="
"R22900431","和歌山県","和歌山県","ＯＡ・電気関係１１月分－④　蛍光灯　パナソニック　蛍光灯　直管ラピッドスタート形　４０W形　昼白色　10本",,,,,,"2023-11-28","株式会社季節風","6890","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQzMQ=="
"R22900430","和歌山県","和歌山県","ＯＡ・電気関係１１月分－④　食器乾燥機　三菱電機　ＴＫ－ＴＳ１０Ａ　1台",,,,,,"2023-11-28","岡崎商事株式会社","9488","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQzMA=="
"R22900429","和歌山県","和歌山県","ＯＡ・電気関係１１月分－④　加湿器　ダイニチプラス　ＨＤ－ＲＸＣ９００Ｂ（Ｔ）〔ショコラブラウン〕　1台",,,,,,"2023-11-28","岡崎商事株式会社","22988","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQyOQ=="
"R22900428","和歌山県","和歌山県","ＯＡ・電気関係１１月分－④　掃除機　ＨｉＫＯＫＩ　Ｒ１２ＤＡ（ＥＳＷ）　1台",,,,,,"2023-11-28","岡崎商事株式会社","11888","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQyOA=="
"R22900426","和歌山県","和歌山県","１１月分ー４　文具・ＯＡ用品・電気製品　ガスコード　4.0m（プロパンガス　LPガス用）　大阪ガス　41800052　1本",,,,,,"2023-11-28","ミカサ事務機株式会社","4400","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQyNg=="
"R22900425","和歌山県","和歌山県","１１月分ー４　文具・ＯＡ用品・電気製品　ガスファンヒーター（プロパンガス　LPガス専用）　ノーリツ　GFH-5803S-LP（15畳/21畳）　ASINコード：B0BFLD2XM2　1台",,,,,,"2023-11-28","ミカサ事務機株式会社","37300","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQyNQ=="
"R22900424","和歌山県","和歌山県","１１月分ー４　文具・ＯＡ用品・電気製品　メンディングテープ　ニチバン　ＭＤ－２４　２４ｍｍ×３０ｍ　10個",,,,,,"2023-11-28","株式会社シマモト","3730","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQyNA=="
"R22900423","和歌山県","和歌山県","１１月分ー４　文具・ＯＡ用品・電気製品　指サック　ＰＬＵＳ　ＫＭ－４０３ＣＲ　2個",,,,,,"2023-11-28","ミカサ事務機株式会社","1020","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQyMw=="
"R22900422","和歌山県","和歌山県","１１月分ー４　文具・ＯＡ用品・電気製品　マイクロＳＤカード　１６ＧＢ　ＳＰＭＣＳＤＨＣ　シリコンパワー　1個",,,,,,"2023-11-28","有限会社見好モータース","1330","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQyMg=="
"R22900421","和歌山県","和歌山県","１１月分ー４　文具・ＯＡ用品・電気製品　ハクリ紙　リコー　ＰＰＣ用紙　ＳＡ　Ａ４カット　２０面　１００枚入り　６３－２３１４　1袋",,,,,,"2023-11-28","ミカサ事務機株式会社","3500","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQyMQ=="
"R22900420","和歌山県","和歌山県","１１月分ー４　文具・ＯＡ用品・電気製品　書道用筆　筆下有神　PS-300　4本",,,,,,"2023-11-28","ミカサ事務機株式会社","5000","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQyMA=="
"R22900419","和歌山県","和歌山県","１１月分ー４　文具・ＯＡ用品・電気製品　ラミネーター　サンワダイレクト　400-LM004　A3/A4対応4本ローラー・150μフィルム厚対応　1台",,,,,,"2023-11-28","株式会社シマモト","11500","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQxOQ=="
"R22900418","和歌山県","和歌山県","１１月分ー４　文具・ＯＡ用品・電気製品　冷蔵庫　三菱　MR-C33H　既存品(パナソニック　NR-C32D1)の引取りリサイクル料金込　1台",,,,,,"2023-11-28","株式会社山本二三男電気商会","79300","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQxOA=="
"R22900417","和歌山県","和歌山県","１１月分ー４　文具・ＯＡ用品・電気製品　加湿器　ダイニチプラス　HD-154　1台",,,,,,"2023-11-28","ミカサ事務機株式会社","35500","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQxNw=="
"R22900416","和歌山県","和歌山県","１１月分ー４　文具・ＯＡ用品・電気製品　扇風機　三菱　R40J-MU　1台",,,,,,"2023-11-28","岡崎商事株式会社","15888","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQxNg=="
"R22900415","和歌山県","和歌山県","１１月分ー４　文具・ＯＡ用品・電気製品　食器乾燥機　三菱　TK-TS10A　1台",,,,,,"2023-11-28","株式会社山本二三男電気商会","7900","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQxNQ=="
"R22900414","和歌山県","和歌山県","１１月分ー４　文具・ＯＡ用品・電気製品　電気ポット　タイガー　PDR-G301　1台",,,,,,"2023-11-28","岡崎商事株式会社","6888","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQxNA=="
"R22900412","和歌山県","和歌山県","１１月分ー４　理化学用品・薬品・医療用品　ＳＡＮＩＴＩＺＡＴＩＯＮ　ＴＡＢＬＥＴＳ　１ＳＴ　アズワン品番：６１－０１９２－０５ 型番：ＺＷＣＬ０１Ｆ５０　1個",,,,,,"2023-11-28","八洲薬品株式会社　和歌山営業所","8460","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQxMg=="
"R22900407","和歌山県","和歌山県","１１月分ー４　理化学用品・薬品・医療用品　アルコール検知器　ＲＡＢＬＩＳＳ　アルコール検知器　ＫＯ２７０　12個",,,,,,"2023-11-28","ミカサ事務機株式会社","19440","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQwNw=="
"R22900406","和歌山県","和歌山県","１１月分ー４　理化学用品・薬品・医療用品　AED大容量バッテリ　CU　SP1-OA03　CU-SP1用　大容量バッテリ　2024年3月製造　1個",,,,,,"2023-11-28","株式会社大東医療器","28980","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQwNg=="
"R22900405","和歌山県","和歌山県","１１月分ー４　理化学用品・薬品・医療用品　AED交換用電極パッド　CU　SP1-OA04　【成人・小児両用】CU-SP1用　2024年3月製造　2枚",,,,,,"2023-11-28","株式会社大東医療器","16680","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDQwNQ=="
"R22900399","和歌山県","和歌山県","その他１１月分－④　フロア畳専用枠材　ミグサスロープＫＡＫＯＭＩ－ＳＴ－ＣＯコーナー ダークブラウン扇形状4×4×高さ1.1ｃｍ　4個",,,,,,"2023-11-28","有限会社堀内商店","4000","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDM5OQ=="
"R22900398","和歌山県","和歌山県","その他１１月分－④　フロア畳専用枠材　ミグサスロープ　ＫＡＫＯＭＩ－ＳＴ－ＤＢ ストレート ダークブラウン　83×4×高さ1.1ｃｍ　12本",,,,,,"2023-11-28","有限会社堀内商店","15000","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDM5OA=="
"R22900393","和歌山県","和歌山県","その他１１月分－④　電給アダプタ　ＤＡＩＨＥＮ　ＢＬＵＥ　ＴＯＲＣＨⅡ　型番Ｕ４１６７Ｅ００　2個",,,,,,"2023-11-28","株式会社ＭｉＬＬ","4360","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDM5Mw=="
"R22900392","和歌山県","和歌山県","その他１１月分－④　卓上スライド丸ノコ用チップソー　ＲＹＯＢＩ　型番４９１１５０３　１９０ｍｍ　2個",,,,,,"2023-11-28","株式会社ＭｉＬＬ","6960","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDM5Mg=="
"R22900391","和歌山県","和歌山県","その他１１月分－④　グリス　親和産業　SMZ-０１R／OC Master　シミオシ　超高性能熱伝導グリス　1個",,,,,,"2023-11-28","不調","","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDM5MQ=="
"R22900386","和歌山県","和歌山県","その他１１月分－④　軍手　おたふく手袋　日本一　Ｎｏ．３００　96双",,,,,,"2023-11-28","株式会社大東医療器","2784","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDM4Ng=="
"R22900383","和歌山県","和歌山県","その他１１月分－④　卓上スライド丸ノコ　ＲＹＯＢＩ　型番ＡＴＳＳ１９２　　1台",,,,,,"2023-11-28","株式会社ＭｉＬＬ","30880","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDM4Mw=="
"R22900364","和歌山県","和歌山県","【令和５年１１月２２日掲示分】②　ＤＮＡ精製キット　日本ジェネティクス　ＦａｓｔＧｅｎｅ　Ｇｅｌ／ＰＣＲ　Ｅｘｔｒａｃｔｉｏｎ　Ｋｉｔ　３００ｐｒｅ　1箱",,,,,,"2023-11-28","竹内化学株式会社","22900","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDM2NA=="
"R22900330","和歌山県","和歌山県","【令和５年１１月２２日掲示分】①　モノクロレーザープリンター　ＲＩＣＯＨ　Ｐ６０１０　増設トレイ２台付　別紙仕様書のとおり　1台",,,,,,"2023-11-28","谷為事務機株式会社","121300","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDMzMA=="
"R22900329","和歌山県","和歌山県","【令和５年１１月２２日掲示分】①　ハイハットスタンド用パーツ　パール楽器　ＵＴ－Ｈ８３　Ｕｐｐｅｒ　Ｔｕｂｅ　Ａｓｓｙ．Ｃｏｍｐｌｅｔｅ　1組",,,,,,"2023-11-28","不調","","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDMyOQ=="
"R22900327","和歌山県","和歌山県","【令和５年１１月２２日掲示分】①　壁掛扇　Ｐａｎａｓｏｎｉｃ　引きひもタイプ　Ｆ－Ｇ４０１Ｐ　４０㎝羽根　１台の取替を含む　2台",,,,,,"2023-11-28","ミカサ事務機株式会社","33631","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjkwMDMyNw=="
"R22899565","奈良県","奈良県","消防救急課　ＣＯ２消火器の購入",,,,,,"2023-11-28","キンパイ商事株式会社","225800","","{応札企業名＝キンパイ商事（株）、応札結果・備考＝落札、応札金額＝225800},{応札企業名＝（有）フレックス、応札結果・備考＝、応札金額＝260000}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjg5OTU2NQ=="
